id,timestamp,device_id,millisecons,lon,lat,latitude_raw,longitude_raw,timestamp_gps,direction
12477,2017-06-25 10:14:09.516529,17,0,512670.420000,4663667.960000,4663670.588267,512667.437485,2017-06-07 10:14:09,0
12478,2017-06-25 10:14:09.512594,15,11242356,512708.287812,4663620.217813,-500.000000,-500.000000,2017-06-07 10:14:09,0
12479,2017-06-25 10:14:10.699922,17,0,512670.420000,4663667.960000,4663670.754754,512667.404124,2017-06-07 10:14:10,0
12480,2017-06-25 10:14:10.695985,8,825435,512718.209422,4663618.625718,-500.000000,-500.000000,2017-06-07 10:14:10,76
12481,2017-06-25 10:14:10.852984,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12482,2017-06-25 10:14:10.429867,17,0,512670.420000,4663667.960000,4663670.699268,512667.420755,2017-06-07 10:14:09,0
12483,2017-06-25 10:14:10.425683,7,8052717,512750.189544,4663618.383608,-500.000000,-500.000000,2017-06-07 10:14:10,68
12484,2017-06-25 10:14:12.363599,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12485,2017-06-25 10:14:12.031994,17,0,512670.420000,4663667.960000,4663670.765858,512667.404104,2017-06-07 10:14:10,0
12486,2017-06-25 10:14:12.736072,17,0,512670.420000,4663667.960000,4663670.821299,512667.362677,2017-06-07 10:14:12,0
12487,2017-06-25 10:14:12.731930,3,5546886,512795.475811,4663614.412871,-500.000000,-500.000000,2017-06-07 10:14:12,87
12488,2017-06-25 10:14:13.272565,17,0,512670.420000,4663667.960000,4663670.821299,512667.362677,2017-06-07 10:14:13,0
12489,2017-06-25 10:14:13.268513,4,925124,512772.702281,4663624.508831,-500.000000,-500.000000,2017-06-07 10:14:13,177
12490,2017-06-25 10:14:13.383836,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12491,2017-06-25 10:14:13.002472,17,0,512670.420000,4663667.960000,4663670.821329,512667.379208,2017-06-07 10:14:12,0
12492,2017-06-25 10:14:12.998094,2,860111,512795.590548,4663610.393732,-500.000000,-500.000000,2017-06-07 10:14:12,74
12493,2017-06-25 10:14:13.805993,17,0,512670.420000,4663667.960000,4663670.787990,512667.362737,2017-06-07 10:14:13,0
12494,2017-06-25 10:14:13.801589,6,710699,512713.144192,4663617.739446,-500.000000,-500.000000,2017-06-07 10:14:13,46
